description;label
têtes juvéniles pleine partie souriant poli vêtu chemise bleu clair assoit salle réunion vie privée homme prolixe peine précise diabétique ans natif décrit fonctionnalités application diabnext devient intarissable créé richard binier associé diabnext promet changer vie diabétiques existe applis maladie précise laurent nicolas propose automatiser calculs données data diabète beaucoup semaine maladie coûte euros an sécurité sociale seulement actuellement commentaire concernant article premier donner avis actuellement pris charge désactivé navigateur fonctionnalités site disponibles plaît activer javascript fonctionnalités complètes aller contenu page close raison paramètres navigateur sélectionné français langue affichage site web oclc org langue affichage utilisée fois contenu français disponible pouvez modifier langue affichage bon outil recherche doit aujourd hui fois rapide porter multitude ressources répondre besoins utilisateurs domaine limitant coûts bibliothèques besoin accès fiable technologie pointe tant société leader;technologie
technologie information pionnière matière services nuage bibliothèques oclc bénéficie position privilégiée partenaire bibliothèques membres environnement technologique complexe tant coopérative bibliothèques besoins bibliothèques membres élaborons technologies adaptées améliorées professionnels informatique travaillent oclc environnements programmation systèmes gammes produits comptons spécialistes possédant ans expérience technologie jeunes recrues objectif excellence oclc gère centres données ingénierie australie canada bibliothèques membres pays utilisent services oclc économiser temps argent offrant utilisateurs meilleur accès informations veulent logiciels api utilisés milliers bibliothèques monde infrastructure nuage partagée permet traitement rapide distribué applications grands ensembles données grappes serveurs développeurs emploient technologies récentes créer applications web hautement évolutives disponibles utilisons gérer collection bases données liées bibliothèques ailleurs api applications web diffusées centres données mondiaux sein architecture orientée service étendue nombreuses applications oclc appuient données worldcat grande base données bibliographiques monde informations documents;technologie
bibliothèques worldcat représente bibliothèques développeurs ressource unique permettant intégrer applications processus exploitation bibliothèques approche technologie génère gains productivité chaînes travail bibliothèques dernières utilisent services oclc panel activités tellement large développeurs gèrent gamme produits logiciels vraiment diversifiée services gestion worldshare applications nuage gestion bibliothèques utilisés institutions accomplir nombreuses opérations traitement proposons également worldcat discovery environnement recherche utilisateurs bibliothèques ainsi services destinés fois bibliothèques utilisateurs vivons époque technologie offre possibilités intéressantes secteurs activité bibliothèques rares ouvrir autant perspectives termes recherche enseignement évolution technologique pétaoctets données gérées hadoop applications systèmes processus contrôlés améliorés permanence mieux répondre impératifs défis liés sécurité confidentialité intégrité disponibilité information revêtent importance capitale sécurité bibliothèques utilisateurs protection données équipe chargée sécurité composée spécialistes bibliothéconomie enseignement supérieur secteurs hautement sécurisés services financiers administration défense membres service international sécurité titulaires certifications;technologie
professionnelles reconnues domaine cissp certified information system security professional cisa certified information systems auditor isaca cpp certified privacy professional iapp oclc suit programme sécurité information certifié conforme norme référence niveau international appuyons également cadres publication security and privacy controls for federal information systems nist national institute of standards and technology directives agence européenne chargée sécurité réseaux information cloud controls matrix société cloud security alliance résoudre problèmes liés sécurité confidentialité classons informations fonction niveau protection requièrent ainsi informations publiques largement accessibles données personnelles bénéficient sécurité renforcée protéger données essentielles adopté approche multicouche associant détection contrôles préventifs niveaux accès stockage transfert données programme sécurité informations basé norme engagement fournir services sécurisés bibliothèques couvre gestion risques contrôles accès logique environnemental physique contrôles sécurité fonctionnelle maintenance continuité activité récupération sinistre ainsi réaction notification réparation;technologie
cas incident contrôlons activement dispositif sécurité méthodes procédures évoluent permanence mieux protéger données membres systèmes communs recherches utilisateur traitées jour oclc innovation cœur oclc bibliothèques évolution technologique comptent suivre mener évolution sémantique web bases connaissances passant recherche interface expérience utilisateur efforçons mettre œuvre technologies émergentes présentent intérêt bibliothèques oclc seule société secteur cessé développer systèmes informatiques bibliothèques oclc lancé première services nuage gestion bibliothèques services oclc transférés architecture nuage permis meilleure intégration réutilisation données bibliothèque accès fonctionnalités importe appareil connecté internet compris mobiles tablettes oclc société pionnière création promotion technologie reliant données bibliothèques travail permis rendre informations disponibles formats natifs web améliorant ainsi accessibilité recherche sites services populaires développeurs collaborent également spécialistes internationaux bibliothéconomie élaboration nouveaux modes utilisation services données oclc projets catalogue interfaces programmation services web intègrent api large;technologie
éventail environnements solutions parfaite illustration parrainons évènements direct rassembler développeurs monde entier ateliers pratiques courts permettant travailler apprendre équipes informaticiens collaborent étroitement oclc research grands centres recherche monde dédié exclusivement défis liés gestion bibliothèques archives statistiques résultats recherches amènent créer nouveaux services technologies inédites outil évaluation collections programmes gestion imprimés partagés bibliothèques vecteurs enseignement connaissance recherche progrès état esprit également adopté oclc sessions utilisateur simultanées atteintes professionnels informatique monde dévoués progrès technologie informatique bibliothèques développeur logiciel analyste systèmes entreprise ingénieur logiciels principal responsable stratégie expérience ingénieur essais développeur logiciel postes pourvoir amérique nord postes pourvoir europe développeur logiciel culture oclc correspond valeurs personnelles nomination oclc meilleurs employeurs columbus décisif accueilli allaient devenir collègues entretiens également attiré possibilité apprendre acteurs majeurs utiliser technologies spark kafka hdfs apprécie énormément investissement oclc général;technologie
employés analyste systèmes entreprise aime idée travail véritable influence monde adore travail adore travailler oclc jour œuvre personnes accès informations partout monde savoir force partage connaissances principal moteur progrès véritables avancées niveau mondial ingénieur logiciels principal travaille sein groupe disposé aider entraider nouveaux projets intéressants portant sujets variés cloud computing objectif partager connaissances nombreuses entreprises essaient attirer candidats opportunité travailler dernières technologies oclc mis argument responsable stratégie expérience entreprise soutient employés offre juste équilibre vie professionnelle vie privée personnel preuve grande ouverture esprit tant concepteur logiciels travail grande influence bibliothèques monde entier ingénieur essais jour chance pouvoir découvrir utiliser explorer nouvelles technologies pointe art science nécessaires réaliser essais oclc pouvons faire preuve imagination améliorer qualité produit restant cadre procédures essais logiciels développeur logiciel tellement opportunités approfondir connaissances étendre compétences peux;technologie
laisser libre cours créativité proposer idées résoudre problèmes rencontrés oclc offre opportunités partenaires joindre bibliothèques utiliser données bibliothèques améliorer produits services éditeurs agrégateurs mettent disposition données collections bases données applications oclc fournisseurs services choisis travaillent oclc intégrer données puissent simplifier chaînes travail bibliothèques moteurs recherche sites web consommateurs apprentissage mettent données oclc disposition utilisateurs ramènent bibliothèques ressources exemples illustrant comment partenariats oclc utiles bibliothèques utilisateurs détails occasions partenariat oclc offre api consultées fois jour bibliothèques partenaires accéder information améliorer personnaliser services gérer bibliothèques aider classification partage ressources bibliothèques api explorateur api permet essayer api disponibles biais réseau oclc développeurs worldcat search viaf classify api disponibles réseau oclc développeurs détails visitez réseau oclc développeurs oclc marques commerce service nationales internationales oclc inc affiliés site utilise cookies continuant naviguer site acceptez utilisation;technologie
cookies détails technologie information culture société accueil terminal revue réflexion critique mutations société partir question nouvelles technologies information développement internet terminal attache réflexion pluridisciplinaire transversale enjeux culturels sociaux tic technologies information communication dossiers revue ouverts collaboration associations laboratoires universitaires chercheurs indépendants numéros récents exemple traité enjeux privacité développement durable tic pratiques web issn électronique voir notice catalogue openedition plan comité consignes crédits flux syndication adhérons openedition édité accès réservé revue consacrée enjeux culturels sociaux tic site utilise google analytics appuyant bouton accepte continuant naviguer site autorisez déposer cookies fins mesure audience donné consentement dépôt cookies mesures audience navigateur opposé dépôt cookies mesures audience navigateur paramètre do not track actif navigateur aucunes statistiques navigation collectées newsletter recevez régulièrement articles récents cliquant bouton envoyer accepte utilisation données envoi newsletters décrit politique confidentialité;technologie
félicitations manquerez actu scientifique importante vérifiez boîte réception indésirables confirmer inscription demander article sponsorisé réserver espace publicitaire bannières etc services trust medias désactivé navigateur doit activé navigateur utiliser fonctionnalités site besoin aide contacts commandes hotline notices équipe service france jeulin rue cs evreux cedex france fax ordinateur quantique technologie devrait révolutionner ordinateurs vraiment informatique quantique députés vont remettre jeudi janvier gouvernement rapport demandent accélérer recherche domaine effet quantique permet faire calculs incroyablement applications matière environnent prometteuses technologie possible faire minutes calculs prendraient ans ordinateur classique dit avoir mis point an dernier premier ordinateur quantique ibm affirme avoir propre technologie enjeu énorme faut absolument retenir terme ordinateur quantique pratique marche comment incompréhensible commun mortels spécialistes informatiques renoncent schématiser extrême humains faire calculs utilise chiffres ordinateur utilise bits combine infini langage technologie;technologie
quantique utilise particules infiniment petites échelle atome nanoparticules propriétés étonnantes petites électrodes circulent vitesse vertigineuse font calculs temps recherche quantique microscope intérêt environnement santé abord technologie divisez million coût énergétique calcul parle beaucoup pollution numérique dépenses énormes énergies calculer stocker données internet là divisez million facture faire technologie révolutionnaire ensuite pourrait accepter recherche domaine créer exemple nouvelles matières nouvelles batteries façons stocker électricité ordinateurs capables simuler interactions atomes molécules permettrait aller vite tester médicaments finalement ordinateur quantique va servir surtout laboratoires faire recherche dit an dernier avoir mis point premier ordinateur fiable parfois calculs faux spécialistes sujet ans arriveront marché ordinateurs vraiment fiables pensent faudra décennies gafa géants informatiques tain faire recherche france gouvernement va recevoir rapport janvier députés devrait annoncer semaines viennent plan quantique laboratoires retard assurer sécurité qualité;technologie
site demandons identifier laisser commentaires inscription valable site rtl fr an abonnement mois profite partenariat prenez minute inscrire boostez activité rejoignant communauté emarketing fr recevoir lien réinitialisation veuillez renseigner adresse demande prise compte veuillez regarder boîte mails caractéristiques structurelles division tâches nombre niveaux hiérarchiques type encadrement besoin formalisation diffèrent nature technologie utilisée technologie déterminant important structure mettre place bonne organisation entreprise typologie élaborée charles perrow classe technologies suivant exceptions rencontrées fabrication possibilité centraliser recherche technologie routinière sidérurgie automobile ingénierie équipements lourds artisanale verres spéciaux pointe aérospatiale adoption structure mécaniste structure organique déterminée technologie utilisée entreprise type production tâches liées production répétitives centralisation pourra développer inverse tâches répétitives décentralisation pourra mettre place exemple construction maisons individuelles achats centralisés opérations décentralisées travers filiales régionales emarketing fr magazine marketing médias leader france information;technologie
animation communauté professionnelle constituée décideurs marketing outils indispensables pros business développement prestataires filière marketing marché technologies connu cycle vie relativement courts produits concurrence acharnée prix constante érosion survivre milieu devez bénéficier système tarification vente novateur pros offre solution secteur technologies perpétuelle évolution chose change moment nouvelle tendance nouveau produit peut venir chambouler objectifs matière chiffre affaires rentabilité semblent difficiles atteindre pros élabore logiciels tarification boostent entreprise grâce données marché grande souplesse opérationnelle pros aide trouver combinaison gagnante stratégie tarifaire doit refléter valeur apportez clients gérer tarifs manière intelligente long cycle vie produits contexte innovation incessante forte concurrence pros offre analyses marché pertinentes permettent commerciaux conclure affaires faisant bénéfice suivez comportements achat clients alignez décisions tarifaires offres atteindre rentabilité maximale compétitif offrant équipe commerciale conseils dynamiques basés données vue délivrer devis;technologie
fiables rapidement renforcez solution crm grâce guided selling création rapide devis propositions commerciales leader distribution produits électroniques tarifait pièces base processus manuels souvent basés connaissance instinct experts découvrez comment stratégie prix intégrée utilisant ia apprentissage automatique permis générer centaines dollars chiffre affaires obtenir meilleure rentabilité solutions là permettre relever challenges confrontés travaillons ensemble révolutionner entreprise complétez contacterons paris reuters france ripostera imposent sanctions représailles taxe française numérique prévenu lundi ministre français economie finances bruno maire france inter article shanghai reuters huawei technologies déclaré mardi attendre année difficile croissance probablement faible prévu géant chinois télécoms frappé mai sanctions américaines perturbant approvisionnements paris reuters conseil constitutionnel annonce vendredi avoir partiellement censuré article loi finances instaurant ans traque fraudeurs fiscaux présumés réseaux sociaux autorise expérimentation réserve strictes garanties respect vie privée fr reuters;technologie
com agence presse aide reuters corporate données editions cyrillique reuters is the world largest international multimedia news agency providing investing news world news business news technology news headline news small business news news alerts personal finance stock market and mutual funds information available reuters com video mobile and interactive television platforms thomson reuters journalists are subject to an editorial handbook which requires fair presentation and disclosure of relevant interests co information limited thomson reuters building south colonnade canary wharf london uk company number limited is member of the thomson reuters group of companies and is an indirect subsidiary of the thomson reuters corporation directors of reuters statutory directors for reuters limited are justin scott priscilla hughes giray erol helen campbell david mitchley name and address of the isp solutions parkway;technologie
town country mo thomson reuters corporate données editions cyrillique reuters is the world largest international multimedia news agency providing investing news world news business news technology news headline news small business news news alerts personal finance stock market and mutual funds information available reuters com video mobile and interactive television platforms thomson reuters journalists are subject to an editorial handbook which requires fair presentation and disclosure of relevant interests co information limited thomson reuters building south colonnade canary wharf london uk company number limited is member of the thomson reuters group of companies and is an indirect subsidiary of the thomson reuters corporation directors of reuters statutory directors for reuters limited are justin scott priscilla hughes giray erol helen campbell david mitchley name and address of the isp solutions parkway;technologie
town country mo international editions cyrillique thomson reuters is the world largest international multimedia news agency providing investing news world news business news technology news headline news small business news news alerts personal finance stock market and mutual funds information available reuters com video mobile and interactive television platforms thomson reuters journalists are subject to an editorial handbook which requires fair presentation and disclosure of relevant interests publishing co information limited thomson reuters building south colonnade canary wharf london uk company number limited is member of the thomson reuters group of companies and is an indirect subsidiary of the thomson reuters corporation directors of reuters statutory directors for reuters limited are justin scott priscilla hughes giray erol helen campbell david mitchley name and address of the isp solutions parkway town;technologie
country mo panier item product name item product partnumber color item product partnumber size items final sale item stock label item product partnumber color item product partnumber size item product partnumber price item quantity item quantity item totaltoformat item totaloriginalpricetoformat total cart totaltoformat item quantity item totaltoformat item totaloriginalpricetoformat giant premier constructeur mondial vélos performances retrouvez technologies utilisées vélos équipements advanced compositele matériau fibres carbone haute performance giant permet fabriquer kit cadre sein propre usine composite grâce techniques fabrication matériaux pointe cadres composite advanced liv bénéficient maximum rigidité confort particulièrement légers advanced composite slles fibres carbone haute performance giant tissées sein usine composite méthodes conception fabrication avancées technologie fibre composite unidirectionnelle renforce matériau allégeant résine composite nano technologique améliorer résistance chocs procédé assemblage fusion jonctions cadre légères résistantes advanced forged;technologie
compositeprocessus moulage pointe haute pression permettant produire composants fibres carbone forme complexe légers rigides résistants composants similaires aluminium aluminium aluxxce matériau cadre extrêmement performant composé alliage tubes aboutement simple obtenir kit cadre léger résistant adapté types vélos styles pilotage aluminium aluxx slce matériau aluminium haut niveau partir alliage aluminium délivre ratio première qualité cadres aluxx sl comportent technologie unique soudure apporter meilleure expérience possible cycliste aluminium aluxx slrcet aluminium extrêmement léger principalement composé alliage présente meilleur rapport cadres aluminium giant tissage minutieux fibres microscopiques ainsi technique aboutement avancée permettent obtenir tubes fins légers rapport tubes aluxx sl aerosystem shapingles formes tubes définies partir données numériques mécanique fluides mfn tests soufflerie permettent optimiser forme tube obtenir meilleures performances aérodynamiques comax compositecet alliage exclusif fibres carbone pures polymères renforcés fibres permet ingénieurs;technologie
giant concevoir kits cadre confortables performants apportent qualité pilotage spécifiquement adaptée utilisation sport forme compact road designlors présentation giant années team once design compact road durablement révolutionné sensations ainsi apparence vélos route haute performance tube supérieur incliné douille direction tube selle forme petits triangles arrière vélo léger rigide design permet également cyclistes tailles trouver facilement ajustement parfait compliance tunedun tissage matériau composite formes tube spécifiques notamment haubans ultrafins aplanis jonction basse haubans tube selle ainsi fourreaux fourche fins légèrement galbés réunis pilotage souple équilibré fatigue cycliste réduite tige selle cintre conçus ensemble absorbant aspérités route chocs permettre rouler loin vite lire article lire article energypak carrier the carrier energypak helps you ride with more comfort and ease providing and of power this means you can ride farther with the comfort;technologie
of knowing you will reachyour destination this type of battery is positioned the carrier of city lire article the carrier energypak helps you ride with more comfort and ease providing and of power this means you can ride farther with the comfort of knowing you will reachyour destination this type of battery is positioned the carrier of city lire article energypak tube diagonalsoyez pointe design nouvel energypak intégré tube oblique energypak revisité installe tube oblique vélos assistance électrique retrait latéral batterie energypak grande différence energypak retrait supérieur offrant design fin tube oblique intègre ainsi davantage améliore apparence cadre lire article lire article energypak retrait latéralla batterie energypak retrait latéral retire côté cadre permet installer cadres compacts hauteur enjambement basse taille xs batteries retrait latéral capacité allant wh installées vélos assistance;technologie
électrique randonnée lire article lire article energypak top pullthe top pull energypak is well designed and integrated into the frameset while the core features high energy density streamlined integration with the downtube and top tube provide clean modern profle top pull energypaks come with and capacity and are used giant and trekking article the top pull energypak is well designed and integrated into the frameset while the core features high energy density streamlined integration with the downtube and top tube provide clean modern profle top pull energypaks come with and capacity and are used giant and trekking lire article energypakgiant latest energypak battery systems feature streamlined designs that are integrated with the for sleek and modern profile giant offer several different energypak options including the energypak smart and energypak each;technologie
one is designed to optimize the experience for specific style of riding giant latest energypak battery systems feature streamlined designs that are integrated with the for sleek and modern profile giant offer several different energypak options including the energypak smart and energypak each one is designed to optimize the experience for specific style of riding suspension flexpointune conception éprouvée monopivot utilise flexion jonction bases arrière haubans créer système suspension léger robuste débattement arrière pouces lire article lire article growtrois réglages taille simples permettent adapter modèles giant junior croissance jeunes cyclistes vélo bénéficie ainsi durée vie rallongée adaptant parfaitement enfant longtemps tige selle intégréeconsidérée facteur clé performance tige selle intégrée permet alléger vélo grammes rapport tige selle composite standard améliorant aérodynamisme apportant souplesse capable amortir vibrations route système serrage tige selle;technologie
intégréeun système serrage tige selle léger totalement intégré apporte force serrage efficace alliant performance esthétique hybrid cyclingla technologie hybrid cycling combine puissance électricité puissance pédalage créer expérience vélo assistance électrique efficace puissante naturelle possible prolongement naturel puissance cycliste différencie vélos assistance électrique giant concurrence système intègre technologies clés innovantes associent puissance corps prolongement naturel capacités lire article lire article suspension maestroquatre points pivot stratégiquement positionnés biellettes travaillent ensemble créer point pivot flottant système suspension actif efficace indépendant lire article lire article megadrivele tube diagonal tube supérieur surdimensionnés travaillent unisson fournir précision maximale tube diagonal conçu manière offrir rigidité précédent niveau direction pédalage overdrive technologie douille direction avancée jour vélos giant conçus permettre précision inégalée direction roulements surdimensionnés jeu direction inférieur supérieur pivot fourche conique fonctionnent association apporter rigidité optimale direction;technologie
overdriveconçue améliorer précision direction partie technologie pivot fourche utilise roulements surdimensionnés jeu direction route inférieur supérieur inférieur supérieur ainsi pivot fourche conique fonctionnent association apporter rigidité optimale direction pedalplus technologygiant new pedalplus technology is used in syncdrive life motor technology and features an additional slope detection sensor and accelerometer while the pedalplus technology can detect slopes it also offers an automatic smart support mode function which helps riders experience more effortless ride experience this new sensor technology calculates the amount of torque cadence slope and speed and based these calculations determines the amount of motor output the rider needs torque sensor technologythe torque sensor reacts to pedal pressure the more pressure you apply to the pedals the more support you get from the motor itprecisely measures this force so that;technologie
the motor can deliver seamless power boostspeed sensor technologythe speed sensor works independently from the pressure you are putting the pedals it precisely measures the speed the rider is travelingmotor and pedal rotation sensorsallows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output lire article giant new pedalplus technology is used in syncdrive life motor technology and features an additional slope detection sensor;technologie
and accelerometer while the pedalplus technology can detect slopes it also offers an automatic smart support mode function which helps riders experience more effortless ride experience this new sensor technology calculates the amount of torque cadence slope and speed and based these calculations determines the amount of motor output the rider needs torque sensor technologythe torque sensor reacts to pedal pressure the more pressure you apply to the pedals the more support you get from the motor itprecisely measures this force so that the motor can deliver seamless power boostspeed sensor technologythe speed sensor works independently from the pressure you are putting the pedals it precisely measures the speed the rider is travelingmotor and pedal rotation sensorsallows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the;technologie
steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output torque sensor technologythe torque sensor reacts to pedal pressure the more pressure you apply to the pedals the more support you get from the motor itprecisely measures this force so that the motor can deliver seamless power boostspeed sensor technologythe speed sensor works independently from the pressure you are putting the pedals it precisely measures the speed the rider is travelingmotor and pedal rotation sensorsallows the motor;technologie
to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output the torque sensor reacts to pedal pressure the more pressure you apply to the pedals the more support you get from the motor itprecisely measures this force so that the motor can deliver seamless power boostspeed sensor technologythe speed sensor works independently from the pressure you are putting the pedals it precisely measures the speed the;technologie
rider is travelingmotor and pedal rotation sensorsallows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output speed sensor technologythe speed sensor works independently from the pressure you are putting the pedals it precisely measures the speed the rider is travelingmotor and pedal rotation sensorsallows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is;technologie
and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output the speed sensor works independently from the pressure you are putting the pedals it precisely measures the speed the rider is travelingmotor and pedal rotation sensorsallows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output;technologie
accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output motor and pedal rotation sensorsallows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output allows the motor to run smoothly and seamlessly possible slope detection sensor technologycalculates the steepness of slope the bike is;technologie
and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output slope detection sensor technologycalculates the steepness of slope the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output calculates the steepness of slope;technologie
the bike is and the amount of acceleration deceleration the rider puts in based the slope measurement combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output accelerometermeasures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output measures the amount of acceleration deceleration the rider puts in based the amount of acceleration combined with the other factors the system is able to automatically adjust motor output lire article pedalplus capteursla technologie pedalplus capteurs combine capteurs vitesse couple ainsi;technologie
capteurs rotation pédales moteur fournir niveau puissance cohérent intégralité plage rapports mesure précisément pression exercée pilote pédales permettre moteur fournir assistance fluide lire article lire article powercorela partie surdimensionnée extrême boîtier pédalier bases arrière comprend boîtier pédalier millimètres large millimètres vélos parfaitement intégré bases arrières asymétriques permettent rigidité supplémentaire meilleure stabilité power protracking your power output and training data has never been easier the power pro system from giant delivers accurate information with an integrated system that precise reliable and simple to set up the most effective training is smart training so start training with power lire article tracking your power output and training data has never been easier the power pro system from giant delivers accurate information with an integrated system that precise reliable and simple to set up;technologie
the most effective training is smart training so start training with power lire article ridecontrol chargeridecontrol charge combines all functions in one device it displays the energypak capacity which power assist mode is being used and speed total distance its sleek design provides an ergonomic control center so that the support levels can be accessed easily and comfortably ridecontrol charge also offers convenient charging with its usb charger and now giant can be wheeled along more easily with our new function lire article ridecontrol charge combines all functions in one device it displays the energypak capacity which power assist mode is being used and speed total distance its sleek design provides an ergonomic control center so that the support levels can be accessed easily and comfortably ridecontrol charge also offers;technologie
convenient charging with its usb charger and now giant can be wheeled along more easily with our new function lire article ridecontrol evoridecontrol evo doté design esthétique ultramodernes angles nets arrondis confèrent aspect élégant boîtier aluminium protège impacts terrain accidenté rendant durable ridecontrol evo peut connecté bluetooth revendeurs recharger usb connexion bluetooth assure exécution mises jour ridecontrol bénéficiez dernière version logiciel lire article lire article ridecontrol onele système ridecontrol one évoluer expérience vélo assistance électrique grâce boutons commande intégrés offrant ainsi cintre épuré écran vélos assistance électrique équipés système ridecontrol one peuvent connectés app liv giant lire article lire article compatible ridesensele cadre permet installer capteur ridesense ainsi matériel connexe ridesensetransmetteur données fil intégré bases arrière vélos giant giant transmetteur amovible envoie informations cadence vitesse roues directement compteur compatible syncdrive;technologie
prole moteur syncdrive pro produit yamaha cahier charges giant conçu pilotage haute performance giant ajusté moteur rendre puissant permettre style pilotage orienté performance moteur syncdrive pro léger compact principalement installé vélos assistance électrique haute performance giant lire article lire article syncdrive sportl association innovation expertise procédés fabrication moteur créé yamaha permettent décupler capacités cyclistes moteur syncdrive sport propose modes assistance installé vélos assistance électrique utilisés trajets quotidiens sorties exigeantes petit moteur intermédiaire présente couple puissant maximal nm largement plébiscité performances fiabilité lire article lire article syncdrive lifele moteur syncdrive life solution idéale vélos assistance électrique équipés cadres bas moteur compact intermédiaire assure parfaite répartition poids rendant stable mieux équilibré masse centrée permet équilibre naturel poids marche arrêt excellent choix pilotes caractère récréatif couple souple newtons mètres maximum pouvez gravir collines;technologie
couvrir longues distances facilité lire article lire article tige selle variantce design tige selle exclusif optimise équilibre légèreté qualité supérieure pilotage grâce simple réglage améliorer intégralité performances course gamme route tcr tige selle vectorcette tige selle extrêmement aérodynamique légère intégralement composée matériau composite spécifiquement conçue performante route crest suspension forkbuilding our over years of expertise in the science of bicycle and bicycle component manufacturing giant introduces the crest our fully tunable suspension fork that brings plush action and precise control to more riders everywhere lire article building our over years of expertise in the science of bicycle and bicycle component manufacturing giant introduces the crest our fully tunable suspension fork that brings plush action and precise control to more riders everywhere lire article dynamic balanced lacingconçue fournir effet levier supérieur;technologie
rayon tracteur inférieur rayon pousseur technologie dbl maximise performances roues lorsqu mouvement veillant maintenir parfaite tension rayons rigidité pédalage performances freinage optimales dynamic cycling fitun élément conçu offrir performances utilisation idée fondatrice dynamic cycling fit dcf philosophie conception visant intégrer nouveaux produits haut gamme collection giant atteindre niveau supérieur termes performance ajustement confort lire article lire article exobeamexobeam technologie semelle unique alliant maximum rigidité pied cycliste applique puissance zones flexibles situées endroits spécifiques réduire tensions fatigue partie inférieure jambe permettant pied exécuter mouvements naturels exobeam apporte rigidité là nécessaire laissant flexibilité suffisante parties chaussure exoflexla zone exoflex permet pied bouger naturellement améliore confort stabilité terrains accidentés large semelle caoutchouc apporte adhérence supérieure temps sec humide exowrapexowrap fonctionne harmonie technologie exobeam envelopper pied degrés assurant maintien ajustement précis plupart chaussures contentent;technologie
plaquer pied semelle système exowrap maintient pied intégralité motion efficiency systemcomposé semelle offrant maximum rendement permettant mouvements torsion nécessaires technologie motion efficiency system réduit tension fatigue partie inférieure jambe résulte mouvement naturel pied pédalage améliorer confort transfert puissance efficacité mipsle système mips bps brain protection system but améliorer niveau protection casques chocs rotation mouvements rotatifs association énergie rotative vitesse angulaire forces rotatives accélération angulaire affectent cerveau augmentent risques traumatismes légers graves scientifiquement prouvé intégré casque système mips bps réduit mouvements rotatifs absorbant redirigeant énergies forces rotatives transmises cerveau particle flowla technologie particle flow donne impression selle personnalisée grâce insertion particules mouvement libre poches structure selle particules moulent contact forme particulière pelvis cycliste réduisant ainsi points pression répartissant pression zone contact large résultent performances optimales grâce soutien confort supérieurs lire article;technologie
lire article protexturasa protection laminage propriétés hydrofuges conçus protéger vent pluie respirant aider corps réguler température thermtexturale tissu doté qualités tissu transtextura évacue humidité corps isolant air froid extérieur transtexturace tissu épais doté technologie transfert humidité évacue humidité peau extérieur tissu capillarité évaporation séchage rapides évacuation chaleur transfert humidité hautement respirant extensible évacuation sueur capillarité tubeless systemmoins crevaisons adhérence résistance roulement moindre pilotage précis rapide système tubeless giant rend avantages accessibles lire article lire article unicliples selles gamme contact giant dotées système fixation uniclip agit technologie propre giant destinée améliorer esthétique générale vélo apportant système fixation sûr accessoires giant uniclip but offrir meilleure navigation possible site web cookies placés giant bicycles tiers vont permettrent activer fonctionnalités site web analyser comportement visiteurs offrir applications médias sociaux créer profils clients personnaliser publicités;technologie
